team_id,season,T_j_hat,L_C,roster_n,draftees
1,2011,0.27572704895417727,0.2698958357995201,5,0
1,2012,0.458723155815626,0.30243247949883373,5,0
1,2013,0.7831896523799026,0.32428818425211614,6,0
1,2014,0.1641472444129834,0.2661487450230026,8,0
1,2015,-0.5156019641773024,0.2109275420196249,10,0
1,2016,0.11263213072117939,0.27140902411582335,8,0
1,2017,-0.07453565964857,0.24958975839954906,8,0
1,2018,-0.672249629235634,0.19273522255894285,9,0
1,2019,0.23192938834214932,0.2734735188916919,4,0
2,2011,-0.11927342317417554,0.23686980637170413,13,0
2,2012,-0.2697658859186929,0.2269432867525392,12,0
2,2013,0.022276465807112105,0.2490625390661304,12,0
2,2014,-0.15332556295175379,0.2378430338742206,12,0
2,2015,-0.290101361541578,0.22742317252507577,13,0
2,2016,-0.4631296686234394,0.21695652689128306,13,0
2,2017,0.26161790522961786,0.2736649585627365,12,0
2,2018,0.3558843506948374,0.28178922427921105,10,2
2,2019,0.2561477994998563,0.2705498390506097,13,1
2,2020,0.11576746261748894,0.2592250324821811,12,1
2,2021,0.3259736478751491,0.2795467199303918,13,2
3,2020,0.02843937102803488,0.2482243937823924,3,0
5,2011,-0.15326754309259477,0.2375368138984762,10,0
5,2012,-0.334086008943272,0.22064997496831162,11,0
5,2013,0.30757981575310683,0.27694764970162516,11,0
5,2014,0.05889527150526685,0.25076674184634445,11,0
5,2015,0.09935330891243488,0.2554895189148934,12,0
5,2016,0.5385969439592219,0.304663093274354,12,0
5,2017,0.11962358642116558,0.25627654079968903,11,0
5,2018,0.14207044313008713,0.2617392085093754,10,0
5,2019,-0.20162539180156147,0.229791901747699,12,0
5,2020,0.035950644879349104,0.2494073431432088,12,0
5,2021,0.04844314738814881,0.25255084511478837,12,0
6,2011,0.02427381168159728,0.2505895285910948,13,0
6,2012,0.025151742083653127,0.25069233871951435,11,0
6,2013,0.07336353407181512,0.25913923958122886,11,0
6,2014,-0.022650665169465612,0.24269373708498965,11,0
6,2015,0.18473523280381784,0.26416664417592095,11,0
6,2016,0.06408907412144256,0.25449939837668356,12,0
6,2017,-0.03596519384081361,0.24385894588722812,12,0
6,2018,-0.049694918807684986,0.24277103656249718,12,0
6,2019,0.13321054029300478,0.25902187965658957,10,0
6,2020,0.0739616825264199,0.2515136773617688,11,0
6,2021,0.10146195690500479,0.26448667259748665,9,0
8,2011,0.39324834965695304,0.2858598486808972,13,0
8,2012,0.5894820340806736,0.3108468589127931,12,0
8,2013,0.3029701546391858,0.2793816219136457,13,0
8,2014,0.26688503063863356,0.27175480020330506,14,1
8,2015,0.1295094337885902,0.2647103479928019,13,1
8,2016,0.16851803588238148,0.2687949285805202,10,0
8,2017,0.13368867899313908,0.2642929924551532,12,0
8,2018,0.16115659124458406,0.266802754916864,11,1
8,2019,0.09185431744911102,0.2562937610330142,11,2
8,2020,0.060109227860743936,0.25904450120825945,9,1
8,2021,0.3814763642991819,0.2835168004717627,11,1
9,2011,-0.12184195532806809,0.2343703360912944,13,1
9,2012,-0.10437149620648571,0.23917164667438034,10,1
