team_id,season,A_hat_min,A_hat_max,T_j_hat,roster_n,perf_span
Air Force|2014,2014,-0.6418383443365688,4.6380921714785375,0.4422920881505634,12,5.279930515815106
Air Force|2015,2015,0.058688601218666404,0.5713887859063609,0.34158019701467107,6,0.5127001846876945
Air Force|2016,2016,-1.1132171311846568,2.3620195012486174,0.2248910986437295,20,3.4752366324332744
Air Force|2017,2017,-1.0879105601657728,1.4607721131420761,-0.18613789419612295,25,2.548682673307849
Air Force|2018,2018,-1.0765309422065823,0.8711260041998785,-0.2900363505084971,23,1.9476569464064608
Air Force|2019,2019,-1.0817688050242118,1.8229400934220361,0.1168744218568299,31,2.904708898446248
Air Force|2020,2020,-0.9624873410020831,3.1531537167977235,-0.03761441220577421,23,4.115641057799807
Air Force|2021,2021,-0.9378664091666612,2.7204105726733934,0.2800501494480976,23,3.6582769818400545
Air Force|2022,2022,-1.0413053748494883,1.3353778433383627,-0.2731973284067532,27,2.3766832181878508
Air Force|2023,2023,-1.789716586949006,2.523312891115006,0.040054419319005906,33,4.313029478064012
Air Force|2024,2024,-1.1235790076072758,1.8281697368682919,-0.27100929764679316,64,2.9517487444755677
Akron|2014,2014,-0.8050419918973812,0.08651462069580511,-0.3139346357821435,10,0.8915566125931863
Akron|2015,2015,-0.708256479844847,0.35435021785583004,-0.24608649938427085,12,1.062606697700677
Akron|2016,2016,-1.0825703494901695,1.324603635729138,-0.07637602023588146,17,2.4071739852193073
Akron|2017,2017,-1.1065467593143468,1.410631071921039,-0.24899763123167162,23,2.5171778312353856
Akron|2018,2018,-1.4137273481074488,3.023267831663547,-0.22689987978122483,31,4.436995179770996
Akron|2019,2019,-1.4119652413394983,2.692072175481352,-0.27019131477118113,25,4.104037416820851
Akron|2020,2020,-1.067835497278324,0.3199674902050967,-0.4493608124462972,16,1.3878029874834206
Akron|2021,2021,-1.031942801455921,0.02630500676360676,-0.615633465961344,19,1.058247808219528
Akron|2022,2022,-1.0049392088443396,2.722073810194149,-0.10720524998728467,31,3.7270130190384885
Akron|2023,2023,-0.9754217971973425,1.0068176336552919,-0.35939919578316226,27,1.9822394308526343
Akron|2024,2024,-1.3798246193904438,2.932007358594032,-0.05398413915002246,54,4.311831977984475
Alabama|2014,2014,-0.9170037506119447,3.382673908743642,0.3519561479819804,12,4.299677659355587
Alabama|2015,2015,-0.4022115573172288,2.0713667369386877,0.5856247519028487,6,2.4735782942559164
Alabama|2016,2016,-0.8091491370005526,3.1987164253692666,0.7753926326455837,15,4.007865562369819
Alabama|2017,2017,-0.9568413460387036,1.8929995156356736,0.4608818516738701,22,2.849840861674377
Alabama|2018,2018,-1.1965406486012156,3.023267831663547,0.3990542086461198,18,4.219808480264763
Alabama|2019,2019,-2.7611817407758887,2.5727543900653043,0.5131150990804197,17,5.3339361308411934
Alabama|2020,2020,-1.4443020367117438,2.628281428310694,0.9421831765752581,12,4.072583465022438
Alabama|2021,2021,-0.8509658535371278,2.8362515947054634,0.5931200527735788,14,3.687217448242591
Alabama|2022,2022,-0.530006801905196,2.528171214568325,0.9151481656839838,15,3.058178016473521
Alabama|2023,2023,-0.9536108940809819,3.2155987137482267,1.1034320207588906,13,4.169209607829209
Alabama|2024,2024,-1.0830231439452627,3.1441316270189574,-0.030085635758916523,69,4.22715477096422
App State|2014,2014,-0.9440608668170172,0.1736241635290073,-0.30747498265871526,4,1.1176850303460244
App State|2015,2015,-0.6217426988743051,0.41135655703754537,0.09130537127546326,9,1.0330992559118504
App State|2016,2016,-1.2107206314155066,1.574624333690978,-0.22110770759440249,24,2.7853449651064848
App State|2017,2017,-3.737168877159692,2.247821960429791,0.031925352297523295,22,5.984990837589483
App State|2018,2018,-1.081302527535517,1.4831149137119104,-0.19448429596944586,22,2.5644174412474277
App State|2019,2019,-1.0817688050242118,2.6428685007846697,0.38597107300570094,17,3.7246373058088817
App State|2020,2020,-0.9269253570210125,1.92728011894843,-0.20360991428025627,13,2.854205475969443
App State|2021,2021,-1.0447133397401378,2.6958453055885716,0.2204194181019177,23,3.7405586453287096
App State|2022,2022,-1.6142189241631444,1.5642845869112856,-0.1237365827643364,26,3.17850351107443
App State|2023,2023,-0.7381128202748789,2.78337800407597,0.36781478925785466,14,3.521490824350849
App State|2024,2024,-2.3405273493595478,2.3041593660837036,-0.08381424348927397,54,4.644686715443251
Arizona State|2014,2014,-0.7035457550630881,1.433531674547201,0.15077531953329149,6,2.1370774296102892
Arizona State|2015,2015,-0.5911720763914686,1.1481461671795918,0.2944126136351323,6,1.7393182435710606
Arizona State|2016,2016,-1.146117585606707,1.0209440060005122,-0.1611402515673861,19,2.167061591607219
Arizona State|2017,2017,-1.2411690267510835,2.55952159297378,0.6052468833945711,13,3.8006906197248638
Arizona State|2018,2018,-1.0490944963867352,1.4566668360042976,-0.13540773923932925,17,2.5057613323910326
Arizona State|2019,2019,-1.617718378289076,1.6310797786947124,-0.1563236016277091,21,3.2487981569837885
Arizona State|2020,2020,-0.9624873410020831,-0.02278215410260963,-0.6603647172440089,9,0.9397051868994735
Arizona State|2021,2021,-1.031942801455921,1.6754272616346808,0.22662712096708026,17,2.707370063090602
Arizona State|2022,2022,-1.7488256017003694,2.311199697608073,-0.027242560807133418,22,4.0600252993084425
Arizona State|2023,2023,-1.644476772293819,2.1961612921668725,-0.3388813988271409,23,3.8406380644606912
Arizona State|2024,2024,-1.2076422427331919,3.3983428562953963,0.16522069961466926,58,4.605985099028588
Arizona|2014,2014,-0.7826620023699914,6.342820844893912,1.51170902622922,4,7.125482847263903
Arizona|2015,2015,-0.8169278484039413,1.4907007796436909,0.3877739715283742,9,2.307628628047632
Arizona|2016,2016,-1.1438377579025194,1.2455410367144908,-0.3186425812356632,19,2.38937879461701
Arizona|2017,2017,-1.2676515628598006,1.689753052763452,-0.3542020851899917,20,2.9574046156232523
Arizona|2018,2018,-1.166916271276103,1.0657173848655934,-0.2806489778676058,18,2.2326336561416964
Arizona|2019,2019,-1.0625655919169468,1.5031009090230163,-0.37268051540794384,16,2.565666500939963
Arizona|2020,2020,-0.9457649971264215,0.34324675692983586,-0.3664435315481439,15,1.2890117540562573
Arizona|2021,2021,-1.4518634499720342,1.5021698984897882,-0.2852957771023467,25,2.9540333484618224
Arizona|2022,2022,-1.0049392088443396,2.031635652585559,0.09973311378768161,9,3.036574861429899
Arizona|2023,2023,-1.0181437158368918,3.9087261968238813,0.1394916455696156,20,4.926869912660774
Arizona|2024,2024,-2.1073717657185007,2.1116783084932775,-0.035570899054459,48,4.219050074211778
Arkansas State|2014,2014,-1.209676116788853,-0.17773943769906597,-0.6669433927228609,8,1.031936679089787
Arkansas State|2015,2015,-0.5892850954046991,7.141771683435305,0.5848217167152692,13,7.731056778840005
Arkansas State|2016,2016,-1.146117585606707,3.1987164253692666,0.04046548761861033,24,4.3448340109759735
Arkansas State|2017,2017,-1.0472993139157976,3.2956235403139518,0.27531102016941056,18,4.34292285422975
Arkansas State|2018,2018,-1.2221244427467073,3.023267831663547,0.0007390485789538584,24,4.245392274410254
Arkansas State|2019,2019,-1.3379372816032682,2.5727543900653043,0.3219398780555813,22,3.9106916716685722
Arkansas State|2020,2020,-1.061187279267252,1.9340772009787777,-0.1654721288236763,17,2.9952644802460298
Arkansas State|2021,2021,-1.031942801455921,3.2996992007965833,-0.15370141152003236,21,4.331642002252504
Arkansas State|2022,2022,-1.0413053748494883,1.3198150589286235,-0.2071925215030159,26,2.3611204337781118
Arkansas State|2023,2023,-1.324727000851713,2.3849459998671234,-0.045547558314297555,24,3.709673000718836
Arkansas State|2024,2024,-1.5577628836358988,3.0388973826578844,0.06733143133193666,55,4.596660266293783
Arkansas|2014,2014,-0.3382005979185523,0.9467592504190633,0.0673651438958493,8,1.2849598483376155
Arkansas|2015,2015,-0.4853824480562342,2.230010128971616,0.7603289817920718,5,2.7153925770278504
Arkansas|2016,2016,-1.0553403901957916,1.633970813056552,0.026384979598518446,22,2.689311203252344
